issue_id,category,status,source_file,line,old_number_or_claim,reason,replacement_or_required_action,evidence_new,source_sha256,source_snapshot
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,331,"Ancoramos $A_{\text{req}}$ no hist\'orico brasileiro de PTF usando a s\'erie \texttt{rtfpna} da PWT 11.0 \citep{FeenstraInklaarTimmer2015,PWT2025,FREDPWTBrazil2026}. Essa compara\c{c}\~ao \'e uma r\'egua de escala, n\~ao uma valida\c{c}\~ao causal do contrafactual, pois o res\'iduo macro anual da PWT n\~ao \'e o mesmo objeto que a resposta de produtividade de curto prazo do modelo. A PTF brasileira caiu no per\'iodo p\'os-1990, ent\~ao um ganho \'unico de seis a oito por cento \'e grande nessa r\'egua. A alternativa de 40 horas est\'a em outra regi\~ao da escala. O ap\^endice traduz os ganhos \'unicos em taxas anualizadas para horizontes de faseamento de tr\^es, cinco e dez anos; essa leitura de transi\c{c}\~ao \'e mais informativa do que perguntar se uma d\'ecada hist\'orica espec\'ifica ``repete'' o contrafactual.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,331,"Ancoramos $A_{\text{req}}$ no hist\'orico brasileiro de PTF usando a s\'erie \texttt{rtfpna} da PWT 11.0 \citep{FeenstraInklaarTimmer2015,PWT2025,FREDPWTBrazil2026}. Essa compara\c{c}\~ao \'e uma r\'egua de escala, n\~ao uma valida\c{c}\~ao causal do contrafactual, pois o res\'iduo macro anual da PWT n\~ao \'e o mesmo objeto que a resposta de produtividade de curto prazo do modelo. A PTF brasileira caiu no per\'iodo p\'os-1990, ent\~ao um ganho \'unico de seis a oito por cento \'e grande nessa r\'egua. A alternativa de 40 horas est\'a em outra regi\~ao da escala. O ap\^endice traduz os ganhos \'unicos em taxas anualizadas para horizontes de faseamento de tr\^es, cinco e dez anos; essa leitura de transi\c{c}\~ao \'e mais informativa do que perguntar se uma d\'ecada hist\'orica espec\'ifica ``repete'' o contrafactual.","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,335,\includegraphics[width=0.95\textwidth]{fig_areq_vs_tfp_history_pt.pdf},"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,335,\includegraphics[width=0.95\textwidth]{fig_areq_vs_tfp_history_pt.pdf},"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,340,"{\footnotesize \textit{Notas:} A figura plota a s\'erie \texttt{rtfpna} da PWT 11.0 (PTF real a pre\c{c}os nacionais constantes) para o Brasil. A linha pontilhada marca o n\'ivel de 1990; a faixa sombreada marca a melhor d\'ecada m\'ovel p\'os-1990 na s\'erie atualizada. \textit{Fonte:} Penn World Table 11.0 via FRED, s\'erie \texttt{RTFPNABRA632NRUG} \citep{FeenstraInklaarTimmer2015,PWT2025,FREDPWTBrazil2026}.}","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,340,"{\footnotesize \textit{Notas:} A figura plota a s\'erie \texttt{rtfpna} da PWT 11.0 (PTF real a pre\c{c}os nacionais constantes) para o Brasil. A linha pontilhada marca o n\'ivel de 1990; a faixa sombreada marca a melhor d\'ecada m\'ovel p\'os-1990 na s\'erie atualizada. \textit{Fonte:} Penn World Table 11.0 via FRED, s\'erie \texttt{RTFPNABRA632NRUG} \citep{FeenstraInklaarTimmer2015,PWT2025,FREDPWTBrazil2026}.}","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,344,"Um teste de estresse pessimista no ap\^endice pergunta o que ocorre se a reorganiza\c{c}\~ao reduz temporariamente a produtividade. Esse caso n\~ao \'e a previs\~ao central; ele serve como guarda-corpo. Uma disrup\c{c}\~ao de PTF de $1\%$ empurra o requisito do endpoint com penalidade bilateral para acima de nove por cento, mostrando que a aritm\'etica da reforma depende da qualidade de implementa\c{c}\~ao, e n\~ao apenas da oferta de horas no longo prazo.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,344,"Um teste de estresse pessimista no ap\^endice pergunta o que ocorre se a reorganiza\c{c}\~ao reduz temporariamente a produtividade. Esse caso n\~ao \'e a previs\~ao central; ele serve como guarda-corpo. Uma disrup\c{c}\~ao de PTF de $1\%$ empurra o requisito do endpoint com penalidade bilateral para acima de nove por cento, mostrando que a aritm\'etica da reforma depende da qualidade de implementa\c{c}\~ao, e n\~ao apenas da oferta de horas no longo prazo.","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,347,% 5. Bem-estar e heterogeneidade,"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,347,% 5. Bem-estar e heterogeneidade,"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,357,\includegraphics[width=0.92\textwidth]{fig_welfare_schedule_pt.pdf},"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,357,\includegraphics[width=0.92\textwidth]{fig_welfare_schedule_pt.pdf},"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
GHH_CE,Composto GHH versus CE,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,362,"{\footnotesize \textit{Notas:} Cada curva plota o bem-estar agregado $\Delta$CV da Equa\c{c}\~ao~\eqref{eq:cv} em tetos sucessivamente menores, em rela\c{c}\~ao ao baseline de 44h, sob as especifica\c{c}\~oes de fadiga s\'o acima de 40h e penalidade bilateral. O c\'alculo usa prefer\^encias GHH de agente representativo; n\~ao \'e uma ordena\c{c}\~ao de bem-estar social. $\Delta$CV atinge m\'aximo perto de 42h em cerca de $+0{,}62\%$ e torna-se negativo abaixo de 40h. No endpoint de 36h, o bem-estar cai $1{,}76\%$ sob fadiga s\'o acima de 40h e $3{,}63\%$ sob penalidade bilateral.}","(C1-v1)/(C0-v0)-1 é variação percentual do composto, não CE normalizado pelo consumo.","Renomear dGHH; acrescentar CE=[C1-C0-v1+v0]/C0. Usar colunas dGHH_pct e CE_pct do COMPARATIVO_RESULTADOS.csv, nunca tratar dCV legado como CE.",src/model/welfare.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,362,"{\footnotesize \textit{Notas:} Cada curva plota o bem-estar agregado $\Delta$CV da Equa\c{c}\~ao~\eqref{eq:cv} em tetos sucessivamente menores, em rela\c{c}\~ao ao baseline de 44h, sob as especifica\c{c}\~oes de fadiga s\'o acima de 40h e penalidade bilateral. O c\'alculo usa prefer\^encias GHH de agente representativo; n\~ao \'e uma ordena\c{c}\~ao de bem-estar social. $\Delta$CV atinge m\'aximo perto de 42h em cerca de $+0{,}62\%$ e torna-se negativo abaixo de 40h. No endpoint de 36h, o bem-estar cai $1{,}76\%$ sob fadiga s\'o acima de 40h e $3{,}63\%$ sob penalidade bilateral.}","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,362,"{\footnotesize \textit{Notas:} Cada curva plota o bem-estar agregado $\Delta$CV da Equa\c{c}\~ao~\eqref{eq:cv} em tetos sucessivamente menores, em rela\c{c}\~ao ao baseline de 44h, sob as especifica\c{c}\~oes de fadiga s\'o acima de 40h e penalidade bilateral. O c\'alculo usa prefer\^encias GHH de agente representativo; n\~ao \'e uma ordena\c{c}\~ao de bem-estar social. $\Delta$CV atinge m\'aximo perto de 42h em cerca de $+0{,}62\%$ e torna-se negativo abaixo de 40h. No endpoint de 36h, o bem-estar cai $1{,}76\%$ sob fadiga s\'o acima de 40h e $3{,}63\%$ sob penalidade bilateral.}","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,366,"Um ganho de PTF de aproximadamente $1{,}4\%$ no teto de 36h \'e suficiente para tornar o endpoint neutro no indicador GHH sob fadiga s\'o acima de 40h. O limiar sob penalidade bilateral \'e $2{,}9\%$. Ambos os limiares ficam bem abaixo do $A_{\text{req}}$ neutro em produto porque o lazer compensa parcialmente a perda de consumo dentro desse objeto. O ap\^endice mostra que o sinal diagn\'ostico sobrevive a prefer\^encias separ\'aveis log e CRRA(2): a alternativa de 40h permanece positiva, enquanto o endpoint de 36h permanece negativo.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,366,"Um ganho de PTF de aproximadamente $1{,}4\%$ no teto de 36h \'e suficiente para tornar o endpoint neutro no indicador GHH sob fadiga s\'o acima de 40h. O limiar sob penalidade bilateral \'e $2{,}9\%$. Ambos os limiares ficam bem abaixo do $A_{\text{req}}$ neutro em produto porque o lazer compensa parcialmente a perda de consumo dentro desse objeto. O ap\^endice mostra que o sinal diagn\'ostico sobrevive a prefer\^encias separ\'aveis log e CRRA(2): a alternativa de 40h permanece positiva, enquanto o endpoint de 36h permanece negativo.","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
DECOMPOSITION,Decomposição do produto,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,368,"O n\'umero agregado de bem-estar mascara incid\^encia. Na decomposi\c{c}\~ao por tipo sob penalidade bilateral reportada no ap\^endice online, trabalhadores formais que permanecem formais ganham $+1{,}41\%$ em varia\c{c}\~ao compensat\'oria de primeira ordem porque trabalham cerca de seis horas a menos. A margem de trabalhadores empurrada para a informalidade perde $-28{,}57\%$. Esse grupo \'e pequeno, $1{,}9\%$ dos trabalhadores, mas sua perda \'e grande. Trabalhadores informais n\~ao afetados pelo teto estatut\'ario t\^em incid\^encia direta zero no modelo. O valor de agente representativo da Equa\c{c}\~ao~\eqref{eq:cv} difere da soma por tipo ponderada por participa\c{c}\~oes porque o composto GHH \'e n\~ao linear. Por isso, o m\'aximo de bem-estar em 41 a 42h deve ser lido como resultado interno ao modelo de agente representativo, com incid\^encia distributiva reportada separadamente.",Parcelas anteriores/resíduo CES não garantem um denominador comum nem soma exata em níveis.,"Usar Y0,YH,YE,Y1; horas→eficiência→realocação; todas as diferenças divididas porY0. Regenerar barras e valores do comparativo.",src/model/decomposition.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
GHH_CE,Composto GHH versus CE,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,368,"O n\'umero agregado de bem-estar mascara incid\^encia. Na decomposi\c{c}\~ao por tipo sob penalidade bilateral reportada no ap\^endice online, trabalhadores formais que permanecem formais ganham $+1{,}41\%$ em varia\c{c}\~ao compensat\'oria de primeira ordem porque trabalham cerca de seis horas a menos. A margem de trabalhadores empurrada para a informalidade perde $-28{,}57\%$. Esse grupo \'e pequeno, $1{,}9\%$ dos trabalhadores, mas sua perda \'e grande. Trabalhadores informais n\~ao afetados pelo teto estatut\'ario t\^em incid\^encia direta zero no modelo. O valor de agente representativo da Equa\c{c}\~ao~\eqref{eq:cv} difere da soma por tipo ponderada por participa\c{c}\~oes porque o composto GHH \'e n\~ao linear. Por isso, o m\'aximo de bem-estar em 41 a 42h deve ser lido como resultado interno ao modelo de agente representativo, com incid\^encia distributiva reportada separadamente.","(C1-v1)/(C0-v0)-1 é variação percentual do composto, não CE normalizado pelo consumo.","Renomear dGHH; acrescentar CE=[C1-C0-v1+v0]/C0. Usar colunas dGHH_pct e CE_pct do COMPARATIVO_RESULTADOS.csv, nunca tratar dCV legado como CE.",src/model/welfare.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
INCIDENCE,Incidência não identificada,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,368,"O n\'umero agregado de bem-estar mascara incid\^encia. Na decomposi\c{c}\~ao por tipo sob penalidade bilateral reportada no ap\^endice online, trabalhadores formais que permanecem formais ganham $+1{,}41\%$ em varia\c{c}\~ao compensat\'oria de primeira ordem porque trabalham cerca de seis horas a menos. A margem de trabalhadores empurrada para a informalidade perde $-28{,}57\%$. Esse grupo \'e pequeno, $1{,}9\%$ dos trabalhadores, mas sua perda \'e grande. Trabalhadores informais n\~ao afetados pelo teto estatut\'ario t\^em incid\^encia direta zero no modelo. O valor de agente representativo da Equa\c{c}\~ao~\eqref{eq:cv} difere da soma por tipo ponderada por participa\c{c}\~oes porque o composto GHH \'e n\~ao linear. Por isso, o m\'aximo de bem-estar em 41 a 42h deve ser lido como resultado interno ao modelo de agente representativo, com incid\^encia distributiva reportada separadamente.","+1,41% formais que ficam; -28,57% desformalizados; zero informais e participações1,9% não são resultados sustentados por orçamento/utilidade por tipo.","Retirar resultados distributivos ou construir equações de renda, transferências, propriedade de capital e utilidade por tipo. hI fixo não implica renda/CE informal invariável.",docs/AUDITORIA_NUCLEO.md; src/model/simulation.py,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,368,"O n\'umero agregado de bem-estar mascara incid\^encia. Na decomposi\c{c}\~ao por tipo sob penalidade bilateral reportada no ap\^endice online, trabalhadores formais que permanecem formais ganham $+1{,}41\%$ em varia\c{c}\~ao compensat\'oria de primeira ordem porque trabalham cerca de seis horas a menos. A margem de trabalhadores empurrada para a informalidade perde $-28{,}57\%$. Esse grupo \'e pequeno, $1{,}9\%$ dos trabalhadores, mas sua perda \'e grande. Trabalhadores informais n\~ao afetados pelo teto estatut\'ario t\^em incid\^encia direta zero no modelo. O valor de agente representativo da Equa\c{c}\~ao~\eqref{eq:cv} difere da soma por tipo ponderada por participa\c{c}\~oes porque o composto GHH \'e n\~ao linear. Por isso, o m\'aximo de bem-estar em 41 a 42h deve ser lido como resultado interno ao modelo de agente representativo, com incid\^encia distributiva reportada separadamente.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt/main_pt.tex,368,"O n\'umero agregado de bem-estar mascara incid\^encia. Na decomposi\c{c}\~ao por tipo sob penalidade bilateral reportada no ap\^endice online, trabalhadores formais que permanecem formais ganham $+1{,}41\%$ em varia\c{c}\~ao compensat\'oria de primeira ordem porque trabalham cerca de seis horas a menos. A margem de trabalhadores empurrada para a informalidade perde $-28{,}57\%$. Esse grupo \'e pequeno, $1{,}9\%$ dos trabalhadores, mas sua perda \'e grande. Trabalhadores informais n\~ao afetados pelo teto estatut\'ario t\^em incid\^encia direta zero no modelo. O valor de agente representativo da Equa\c{c}\~ao~\eqref{eq:cv} difere da soma por tipo ponderada por participa\c{c}\~oes porque o composto GHH \'e n\~ao linear. Por isso, o m\'aximo de bem-estar em 41 a 42h deve ser lido como resultado interno ao modelo de agente representativo, com incid\^encia distributiva reportada separadamente.","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt/main_pt.tex,370,"O schedule do indicador GHH n\~ao implica oposi\c{c}\~ao a redu\c{c}\~oes da jornada. Ele mostra que, sob a calibra\c{c}\~ao representativa do modelo, a margem que eleva esse indicador est\'a entre 41 e 42 horas, n\~ao em 36. O schedule tamb\'em separa a perda de produto sob produtividade fixa, o ganho de produtividade que compensaria essa perda e o diagn\'ostico de consumo-lazer. Esses objetos n\~ao se movem juntos. A regi\~ao em que o indicador sobe \'e mais estreita do que a regi\~ao neutra em produto.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt\main_pt.tex
